lat,long,Stability_Class,EPR,NSM,LRR,SCE,ML_Stability_Predicted,Prediction_Confidence
21.7992941533,90.180850528,Active Erosion,-11.91,-358.36,-13.37,474.05,Active Erosion,1.0
21.8005898136,90.1822890423,Active Erosion,-11.91,-358.36,-13.37,474.05,Active Erosion,1.0
21.7984433793,90.179686952,Active Erosion,-11.64,-350.26,-12.96,465.14,Active Erosion,1.0
21.797735712,90.1788755439,Active Erosion,-11.64,-350.26,-12.96,465.14,Active Erosion,1.0
21.7992768254,90.1806425926,Active Erosion,-11.64,-350.26,-12.96,465.14,Active Erosion,1.0
21.8006009571,90.1821608933,Active Erosion,-11.64,-350.26,-12.96,465.14,Active Erosion,1.0
21.7985690732,90.1795478861,Active Erosion,-11.09,-333.49,-12.28,447.35,Active Erosion,1.0
21.7978676351,90.1787436212,Active Erosion,-11.09,-333.49,-12.28,447.35,Active Erosion,1.0
21.7993002486,90.1803862598,Active Erosion,-11.09,-333.49,-12.28,447.35,Active Erosion,1.0
21.8006233499,90.1819033739,Active Erosion,-11.09,-333.49,-12.28,447.35,Active Erosion,1.0
21.7986947668,90.1794088202,Active Erosion,-10.53,-316.72,-11.71,429.57,Active Erosion,1.0
21.7979995578,90.1786116984,Active Erosion,-10.53,-316.72,-11.71,429.57,Active Erosion,1.0
21.7993860516,90.1802014538,Active Erosion,-10.53,-316.72,-11.71,429.57,Active Erosion,1.0
21.8006457426,90.1816458562,Active Erosion,-10.53,-316.72,-11.71,429.57,Active Erosion,1.0
21.7988204603,90.1792697541,Active Erosion,-10.06,-302.58,-11.21,414.42,Active Erosion,1.0
21.7981314805,90.1784797753,Active Erosion,-10.06,-302.58,-11.21,414.42,Active Erosion,1.0
21.7994718544,90.1800166477,Active Erosion,-10.06,-302.58,-11.21,414.42,Active Erosion,1.0
21.8006843476,90.1814069282,Active Erosion,-10.06,-302.58,-11.21,414.42,Active Erosion,1.0
21.7989300082,90.179148551,Active Erosion,-9.84,-296.16,-10.96,407.13,Active Erosion,1.0
21.7982536629,90.1783575922,Active Erosion,-9.84,-296.16,-10.96,407.13,Active Erosion,1.0
21.7995423923,90.1798647192,Active Erosion,-9.84,-296.16,-10.96,407.13,Active Erosion,1.0
21.800735026,90.1812595013,Active Erosion,-9.84,-296.16,-10.96,407.13,Active Erosion,1.0
21.798958798,90.179116698,Active Erosion,-10.1,-303.86,-11.2,414.86,Active Erosion,1.0
21.7983270905,90.1782841639,Active Erosion,-10.1,-303.86,-11.2,414.86,Active Erosion,1.0
21.7995363105,90.1798778186,Active Erosion,-10.1,-303.86,-11.2,414.86,Active Erosion,1.0
21.8006881442,90.1813958839,Active Erosion,-10.1,-303.86,-11.2,414.86,Active Erosion,1.0
21.7989488143,90.179127744,Active Erosion,-11.0,-331.01,-12.03,439.71,Active Erosion,1.0
21.7983950278,90.1782605747,Active Erosion,-11.0,-331.01,-12.03,439.71,Active Erosion,1.0
21.7994906372,90.1799761923,Active Erosion,-11.0,-331.01,-12.03,439.71,Active Erosion,1.0
21.8006350911,90.1817683501,Active Erosion,-11.0,-331.01,-12.03,439.71,Active Erosion,1.0
21.8004784736,90.1786794477,Active Erosion,-6.56,-197.22,-8.44,304.54,Active Erosion,1.0
21.7996469869,90.1781473576,Active Erosion,-6.56,-197.22,-8.44,304.54,Active Erosion,1.0
21.8016259571,90.1794137631,Active Erosion,-6.56,-197.22,-8.44,304.54,Active Erosion,1.0
21.8020063507,90.1796571931,Active Erosion,-6.56,-197.22,-8.44,304.54,Active Erosion,1.0
21.7991554966,90.1767704976,Active Erosion,-8.58,-258.06,-8.66,258.06,Active Erosion,1.0
21.7995541853,90.1767676496,Active Erosion,-8.58,-258.06,-8.66,258.06,Active Erosion,1.0
21.8004090338,90.1767615428,Active Erosion,-8.58,-258.06,-8.66,258.06,Active Erosion,1.0
21.8014844771,90.1767538589,Active Erosion,-8.58,-258.06,-8.66,258.06,Active Erosion,1.0
21.7990683097,90.1763054947,Active Erosion,-8.05,-242.17,-8.19,242.17,Active Erosion,1.0
21.7994773884,90.1762175474,Active Erosion,-8.05,-242.17,-8.19,242.17,Active Erosion,1.0
21.8003195247,90.1760364954,Active Erosion,-8.05,-242.17,-8.19,242.17,Active Erosion,1.0
21.8012112385,90.1758447816,Active Erosion,-8.05,-242.17,-8.19,242.17,Active Erosion,1.0
21.7990327781,90.1761159925,Active Erosion,-8.18,-245.93,-8.28,245.93,Active Erosion,1.0
21.7994773884,90.1760204057,Active Erosion,-8.18,-245.93,-8.28,245.93,Active Erosion,1.0
21.8002958156,90.1758444499,Active Erosion,-8.18,-245.93,-8.28,245.93,Active Erosion,1.0
21.8012089255,90.175648135,Active Erosion,-8.18,-245.93,-8.28,245.93,Active Erosion,1.0
21.7989972462,90.1759264899,Active Erosion,-8.3,-249.68,-8.37,249.68,Active Erosion,1.0
21.7994773881,90.1758232635,Active Erosion,-8.3,-249.68,-8.37,249.68,Active Erosion,1.0
21.8002721062,90.1756524039,Active Erosion,-8.3,-249.68,-8.37,249.68,Active Erosion,1.0
21.8012066124,90.1754514875,Active Erosion,-8.3,-249.68,-8.37,249.68,Active Erosion,1.0
21.7989617141,90.1757369876,Active Erosion,-8.42,-253.44,-8.45,253.44,Active Erosion,1.0
21.7994773876,90.1756261214,Active Erosion,-8.42,-253.44,-8.45,253.44,Active Erosion,1.0
21.8002483966,90.175460358,Active Erosion,-8.42,-253.44,-8.45,253.44,Active Erosion,1.0
21.8012042989,90.17525484,Active Erosion,-8.42,-253.44,-8.45,253.44,Active Erosion,1.0
21.7989262753,90.1755479841,Active Erosion,-8.55,-257.16,-8.54,257.16,Active Erosion,1.0
21.7994773869,90.1754297137,Active Erosion,-8.55,-257.16,-8.54,257.16,Active Erosion,1.0
21.8002248102,90.1752693122,Active Erosion,-8.55,-257.16,-8.54,257.16,Active Erosion,1.0
21.8012020019,90.1750595977,Active Erosion,-8.55,-257.16,-8.54,257.16,Active Erosion,1.0
21.7988994776,90.1754050667,Active Erosion,-8.59,-258.55,-8.57,258.55,Active Erosion,1.0
21.7994682731,90.1753036299,Active Erosion,-8.59,-258.55,-8.57,258.55,Active Erosion,1.0
21.8002126575,90.1751708777,Active Erosion,-8.59,-258.55,-8.57,258.55,Active Erosion,1.0
21.8012012367,90.1749945733,Active Erosion,-8.59,-258.55,-8.57,258.55,Active Erosion,1.0
21.7988864664,90.1753356754,Active Erosion,-8.56,-257.49,-8.54,257.49,Active Erosion,1.0
21.7994667649,90.17528553,Active Erosion,-8.56,-257.49,-8.54,257.49,Active Erosion,1.0
21.8002187893,90.1752205442,Active Erosion,-8.56,-257.49,-8.54,257.49,Active Erosion,1.0
21.8012028949,90.1751355016,Active Erosion,-8.56,-257.49,-8.54,257.49,Active Erosion,1.0
21.7988886973,90.1752723614,Active Erosion,-8.53,-256.63,-8.52,256.63,Active Erosion,1.0
21.7994661351,90.1752779715,Active Erosion,-8.53,-256.63,-8.52,256.63,Active Erosion,1.0
21.8002267916,90.1752853611,Active Erosion,-8.53,-256.63,-8.52,256.63,Active Erosion,1.0
21.8012047698,90.1752948614,Active Erosion,-8.53,-256.63,-8.52,256.63,Active Erosion,1.0
21.7988951197,90.1751375176,Active Erosion,-8.52,-256.17,-8.51,256.17,Active Erosion,1.0
21.7994569017,90.1751671623,Active Erosion,-8.52,-256.17,-8.51,256.17,Active Erosion,1.0
21.8002171517,90.1752072799,Active Erosion,-8.52,-256.17,-8.51,256.17,Active Erosion,1.0
21.8012043522,90.1752593733,Active Erosion,-8.52,-256.17,-8.51,256.17,Active Erosion,1.0
21.7989041951,90.1749469677,Active Erosion,-8.47,-254.94,-8.46,254.94,Active Erosion,1.0
21.7994409961,90.1749762818,Active Erosion,-8.47,-254.94,-8.46,254.94,Active Erosion,1.0
21.8001937073,90.1750173864,Active Erosion,-8.47,-254.94,-8.46,254.94,Active Erosion,1.0
21.8012021533,90.1750724563,Active Erosion,-8.47,-254.94,-8.46,254.94,Active Erosion,1.0
21.7989133886,90.1747539349,Active Erosion,-8.43,-253.67,-8.41,253.67,Active Erosion,1.0
21.7994247953,90.1747818615,Active Erosion,-8.43,-253.67,-8.41,253.67,Active Erosion,1.0
21.8001696507,90.1748225362,Active Erosion,-8.43,-253.67,-8.41,253.67,Active Erosion,1.0
21.8011998744,90.174878794,Active Erosion,-8.43,-253.67,-8.41,253.67,Active Erosion,1.0
21.7989225818,90.174560902,Active Erosion,-8.39,-252.51,-8.37,252.51,Active Erosion,1.0
21.7994085942,90.1745874413,Active Erosion,-8.39,-252.51,-8.37,252.51,Active Erosion,1.0
21.8001495993,90.1746279047,Active Erosion,-8.39,-252.51,-8.37,252.51,Active Erosion,1.0
21.8011985599,90.1746851844,Active Erosion,-8.39,-252.51,-8.37,252.51,Active Erosion,1.0
21.7989317748,90.1743678689,Active Erosion,-8.36,-251.61,-8.36,251.61,Active Erosion,1.0
21.799392393,90.1743930208,Active Erosion,-8.36,-251.61,-8.36,251.61,Active Erosion,1.0
21.8001496003,90.1744343679,Active Erosion,-8.36,-251.61,-8.36,251.61,Active Erosion,1.0
21.801199636,90.1744917048,Active Erosion,-8.36,-251.61,-8.36,251.61,Active Erosion,1.0
21.7989409675,90.1741748358,Active Erosion,-8.33,-250.71,-8.36,250.71,Active Erosion,1.0
21.7993761915,90.1741986004,Active Erosion,-8.33,-250.71,-8.36,250.71,Active Erosion,1.0
21.8001496012,90.1742408312,Active Erosion,-8.33,-250.71,-8.36,250.71,Active Erosion,1.0
21.8012007119,90.1742982252,Active Erosion,-8.33,-250.71,-8.36,250.71,Active Erosion,1.0
21.7989501601,90.173981803,Active Erosion,-8.3,-249.8,-8.35,249.8,Active Erosion,1.0
21.7993599898,90.1740041806,Active Erosion,-8.3,-249.8,-8.35,249.8,Active Erosion,1.0
21.8001496017,90.1740472951,Active Erosion,-8.3,-249.8,-8.35,249.8,Active Erosion,1.0
21.8012017875,90.1741047465,Active Erosion,-8.3,-249.8,-8.35,249.8,Active Erosion,1.0
21.7989593524,90.1737887699,Active Erosion,-8.27,-248.9,-8.34,248.9,Active Erosion,1.0
21.7993437878,90.1738097604,Active Erosion,-8.27,-248.9,-8.34,248.9,Active Erosion,1.0
21.8001496021,90.1738537584,Active Erosion,-8.27,-248.9,-8.34,248.9,Active Erosion,1.0
21.8012028629,90.173911267,Active Erosion,-8.27,-248.9,-8.34,248.9,Active Erosion,1.0
21.7989685444,90.1735957372,Active Erosion,-8.24,-248.0,-8.33,248.0,Active Erosion,1.0
21.7993275857,90.1736153407,Active Erosion,-8.24,-248.0,-8.33,248.0,Active Erosion,1.0
21.8001496022,90.1736602223,Active Erosion,-8.24,-248.0,-8.33,248.0,Active Erosion,1.0
21.801203938,90.1737177884,Active Erosion,-8.24,-248.0,-8.33,248.0,Active Erosion,1.0
21.7989777363,90.1734027041,Active Erosion,-8.21,-247.1,-8.32,247.1,Active Erosion,1.0
21.7993113833,90.1734209206,Active Erosion,-8.21,-247.1,-8.32,247.1,Active Erosion,1.0
21.8001496021,90.1734666857,Active Erosion,-8.21,-247.1,-8.32,247.1,Active Erosion,1.0
21.801205013,90.1735243089,Active Erosion,-8.21,-247.1,-8.32,247.1,Active Erosion,1.0
21.7989869279,90.173209671,Active Erosion,-8.18,-246.2,-8.31,246.2,Active Erosion,1.0
21.7992951807,90.1732265006,Active Erosion,-8.18,-246.2,-8.31,246.2,Active Erosion,1.0
21.8001496018,90.173273149,Active Erosion,-8.18,-246.2,-8.31,246.2,Active Erosion,1.0
21.8012060877,90.1733308294,Active Erosion,-8.18,-246.2,-8.31,246.2,Active Erosion,1.0
21.7989961193,90.1730166383,Active Erosion,-8.15,-245.3,-8.3,245.3,Active Erosion,1.0
21.7992789778,90.1730320811,Active Erosion,-8.15,-245.3,-8.3,245.3,Active Erosion,1.0
21.8001496012,90.1730796131,Active Erosion,-8.15,-245.3,-8.3,245.3,Active Erosion,1.0
21.8012071622,90.1731373509,Active Erosion,-8.15,-245.3,-8.3,245.3,Active Erosion,1.0
21.7990053105,90.1728236056,Active Erosion,-8.12,-244.4,-8.29,244.4,Active Erosion,1.0
21.7992627748,90.1728376617,Active Erosion,-8.12,-244.4,-8.29,244.4,Active Erosion,1.0
21.8001496004,90.1728860772,Active Erosion,-8.12,-244.4,-8.29,244.4,Active Erosion,1.0
21.8012082364,90.1729438724,Active Erosion,-8.12,-244.4,-8.29,244.4,Active Erosion,1.0
21.7990145014,90.1726305722,Active Erosion,-8.09,-243.5,-8.24,243.5,Active Erosion,1.0
21.7992848719,90.1726453324,Active Erosion,-8.09,-243.5,-8.24,243.5,Active Erosion,1.0
21.8001495994,90.1726925399,Active Erosion,-8.09,-243.5,-8.24,243.5,Active Erosion,1.0
21.8012093105,90.1727503921,Active Erosion,-8.09,-243.5,-8.24,243.5,Active Erosion,1.0
21.7990236921,90.1724375395,Active Erosion,-8.06,-242.6,-8.18,242.6,Active Erosion,1.0
21.7993081783,90.1724530699,Active Erosion,-8.06,-242.6,-8.18,242.6,Active Erosion,1.0
21.8001417664,90.1724985765,Active Erosion,-8.06,-242.6,-8.18,242.6,Active Erosion,1.0
21.8012103843,90.1725569136,Active Erosion,-8.06,-242.6,-8.18,242.6,Active Erosion,1.0
21.7990328826,90.1722445068,Active Erosion,-8.03,-241.7,-8.11,241.7,Active Erosion,1.0
21.7993314844,90.1722608075,Active Erosion,-8.03,-241.7,-8.11,241.7,Active Erosion,1.0
21.8001312743,90.1723044681,Active Erosion,-8.03,-241.7,-8.11,241.7,Active Erosion,1.0
21.8012114578,90.1723634352,Active Erosion,-8.03,-241.7,-8.11,241.7,Active Erosion,1.0
21.7990416063,90.1720612721,Active Erosion,-8.05,-242.03,-8.09,242.03,Active Erosion,1.0
21.7993533346,90.1720805548,Active Erosion,-8.05,-242.03,-8.09,242.03,Active Erosion,1.0
21.8001217402,90.1721280863,Active Erosion,-8.05,-242.03,-8.09,242.03,Active Erosion,1.0
21.8012223566,90.1721961674,Active Erosion,-8.05,-242.03,-8.09,242.03,Active Erosion,1.0
21.7990516008,90.1718850381,Active Erosion,-8.06,-242.51,-8.07,242.51,Active Erosion,1.0
21.7993741318,90.171908986,Active Erosion,-8.06,-242.51,-8.07,242.51,Active Erosion,1.0
21.8001128618,90.1719638365,Active Erosion,-8.06,-242.51,-8.07,242.51,Active Erosion,1.0
21.8012351013,90.1720471628,Active Erosion,-8.06,-242.51,-8.07,242.51,Active Erosion,1.0
21.7990648592,90.1717074002,Active Erosion,-8.07,-242.68,-8.04,242.68,Active Erosion,1.0
21.7993951464,90.1717356229,Active Erosion,-8.07,-242.68,-8.04,242.68,Active Erosion,1.0
21.8001037988,90.1717961764,Active Erosion,-8.07,-242.68,-8.04,242.68,Active Erosion,1.0
21.8012482042,90.1718939649,Active Erosion,-8.07,-242.68,-8.04,242.68,Active Erosion,1.0
21.7990792263,90.1715149049,Active Erosion,-8.08,-242.92,-8.02,242.92,Active Erosion,1.0
21.7994183828,90.1715439289,Active Erosion,-8.08,-242.92,-8.02,242.92,Active Erosion,1.0
21.8000941184,90.1716017564,Active Erosion,-8.08,-242.92,-8.02,242.92,Active Erosion,1.0
21.8012646292,90.1717019258,Active Erosion,-8.08,-242.92,-8.02,242.92,Active Erosion,1.0
21.7990936061,90.1713222358,Active Erosion,-8.08,-243.15,-7.99,243.15,Active Erosion,1.0
21.7994416451,90.1713520196,Active Erosion,-8.08,-243.15,-7.99,243.15,Active Erosion,1.0
21.8000870462,90.1714072504,Active Erosion,-8.08,-243.15,-7.99,243.15,Active Erosion,1.0
21.8012810929,90.1715094325,Active Erosion,-8.08,-243.15,-7.99,243.15,Active Erosion,1.0
21.7991079858,90.1711295664,Active Erosion,-8.09,-243.38,-7.96,243.38,Active Erosion,1.0
21.7994649072,90.1711601098,Active Erosion,-8.09,-243.38,-7.96,243.38,Active Erosion,1.0
21.8000799737,90.1712127438,Active Erosion,-8.09,-243.38,-7.96,243.38,Active Erosion,1.0
21.8012975564,90.1713169383,Active Erosion,-8.09,-243.38,-7.96,243.38,Active Erosion,1.0
21.7991223651,90.1709368974,Active Erosion,-8.1,-243.61,-7.94,243.61,Active Erosion,1.0
21.799488169,90.1709682004,Active Erosion,-8.1,-243.61,-7.94,243.61,Active Erosion,1.0
21.8000729011,90.1710182379,Active Erosion,-8.1,-243.61,-7.94,243.61,Active Erosion,1.0
21.8013140197,90.171124445,Active Erosion,-8.1,-243.61,-7.94,243.61,Active Erosion,1.0
21.7991367443,90.170744228,Active Erosion,-8.11,-243.84,-7.91,243.84,Active Erosion,1.0
21.7995114306,90.1707762906,Active Erosion,-8.11,-243.84,-7.91,243.84,Active Erosion,1.0
21.8000658282,90.1708237314,Active Erosion,-8.11,-243.84,-7.91,243.84,Active Erosion,1.0
21.8013304824,90.1709319507,Active Erosion,-8.11,-243.84,-7.91,243.84,Active Erosion,1.0
21.7991511233,90.1705515586,Active Erosion,-8.11,-244.07,-7.88,244.07,Active Erosion,1.0
21.799534692,90.1705843807,Active Erosion,-8.11,-244.07,-7.88,244.07,Active Erosion,1.0
21.800058755,90.170629225,Active Erosion,-8.11,-244.07,-7.88,244.07,Active Erosion,1.0
21.8013469453,90.1707394564,Active Erosion,-8.11,-244.07,-7.88,244.07,Active Erosion,1.0
21.799165502,90.1703588891,Active Erosion,-8.12,-244.31,-7.86,244.31,Active Erosion,1.0
21.7995579531,90.1703924707,Active Erosion,-8.12,-244.31,-7.86,244.31,Active Erosion,1.0
21.8000516817,90.1704347186,Active Erosion,-8.12,-244.31,-7.86,244.31,Active Erosion,1.0
21.8013634079,90.1705469621,Active Erosion,-8.12,-244.31,-7.86,244.31,Active Erosion,1.0
21.7991798804,90.17016622,Active Erosion,-8.13,-244.54,-7.83,244.54,Active Erosion,1.0
21.799581214,90.1702005612,Active Erosion,-8.13,-244.54,-7.83,244.54,Active Erosion,1.0
21.8000446081,90.1702402128,Active Erosion,-8.13,-244.54,-7.83,244.54,Active Erosion,1.0
21.8013798702,90.1703544687,Active Erosion,-8.13,-244.54,-7.83,244.54,Active Erosion,1.0
21.7991942587,90.1699735505,Active Erosion,-8.14,-244.86,-7.83,244.86,Active Erosion,1.0
21.7996044747,90.1700086511,Active Erosion,-8.14,-244.86,-7.83,244.86,Active Erosion,1.0
21.8000592287,90.1700475627,Active Erosion,-8.14,-244.86,-7.83,244.86,Active Erosion,1.0
21.8013971244,90.170162042,Active Erosion,-8.14,-244.86,-7.83,244.86,Active Erosion,1.0
21.7992086367,90.1697808814,Active Erosion,-8.15,-245.24,-7.84,245.24,Active Erosion,1.0
21.7996277351,90.1698167416,Active Erosion,-8.15,-245.24,-7.84,245.24,Active Erosion,1.0
21.8000861725,90.1698559679,Active Erosion,-8.15,-245.24,-7.84,245.24,Active Erosion,1.0
21.8014149081,90.1699696618,Active Erosion,-8.15,-245.24,-7.84,245.24,Active Erosion,1.0
21.7992230145,90.169588212,Active Erosion,-8.16,-245.61,-7.86,245.61,Active Erosion,1.0
21.7996509953,90.1696248316,Active Erosion,-8.16,-245.61,-7.86,245.61,Active Erosion,1.0
21.8001131161,90.1696643724,Active Erosion,-8.16,-245.61,-7.86,245.61,Active Erosion,1.0
21.8014326917,90.1697772806,Active Erosion,-8.16,-245.61,-7.86,245.61,Active Erosion,1.0
21.799237392,90.1693955425,Active Erosion,-8.18,-245.99,-7.87,245.99,Active Erosion,1.0
21.7996742553,90.1694329215,Active Erosion,-8.18,-245.99,-7.87,245.99,Active Erosion,1.0
21.8001400596,90.1694727768,Active Erosion,-8.18,-245.99,-7.87,245.99,Active Erosion,1.0
21.801450475,90.1695848994,Active Erosion,-8.18,-245.99,-7.87,245.99,Active Erosion,1.0
21.7992517693,90.169202873,Active Erosion,-8.19,-246.37,-7.89,246.37,Active Erosion,1.0
21.7996966449,90.1692409369,Active Erosion,-8.19,-246.37,-7.89,246.37,Active Erosion,1.0
21.8001670028,90.1692811812,Active Erosion,-8.19,-246.37,-7.89,246.37,Active Erosion,1.0
21.8014682585,90.1693925182,Active Erosion,-8.19,-246.37,-7.89,246.37,Active Erosion,1.0
21.7992661464,90.1690102039,Active Erosion,-8.2,-246.75,-7.91,246.75,Active Erosion,1.0
21.7997158721,90.1690486823,Active Erosion,-8.2,-246.75,-7.91,246.75,Active Erosion,1.0
21.8001939457,90.1690895861,Active Erosion,-8.2,-246.75,-7.91,246.75,Active Erosion,1.0
21.8014860413,90.1692001379,Active Erosion,-8.2,-246.75,-7.91,246.75,Active Erosion,1.0
21.7992805233,90.1688175344,Active Erosion,-8.22,-247.13,-7.93,247.13,Active Erosion,1.0
21.7997350991,90.1688564271,Active Erosion,-8.22,-247.13,-7.93,247.13,Active Erosion,1.0
21.8002208884,90.1688979904,Active Erosion,-8.22,-247.13,-7.93,247.13,Active Erosion,1.0
21.801503824,90.1690077567,Active Erosion,-8.22,-247.13,-7.93,247.13,Active Erosion,1.0
21.7992948999,90.1686248653,Active Erosion,-8.23,-247.51,-7.95,247.51,Active Erosion,1.0
21.7997543259,90.1686641724,Active Erosion,-8.23,-247.51,-7.95,247.51,Active Erosion,1.0
21.8002478308,90.1687063953,Active Erosion,-8.23,-247.51,-7.95,247.51,Active Erosion,1.0
21.8015216063,90.1688153763,Active Erosion,-8.23,-247.51,-7.95,247.51,Active Erosion,1.0
21.7993075343,90.1684555417,Active Erosion,-8.24,-247.8,-7.97,247.8,Active Erosion,1.0
21.7997704226,90.1685032139,Active Erosion,-8.24,-247.8,-7.97,247.8,Active Erosion,1.0
21.8002691791,90.1685545803,Active Erosion,-8.24,-247.8,-7.97,247.8,Active Erosion,1.0
21.801533675,90.16868481,Active Erosion,-8.24,-247.8,-7.97,247.8,Active Erosion,1.0
21.7993157403,90.1683455664,Active Erosion,-8.26,-248.38,-7.99,248.38,Active Erosion,1.0
21.7997785406,90.1684220381,Active Erosion,-8.26,-248.38,-7.99,248.38,Active Erosion,1.0
21.8002762525,90.1685042789,Active Erosion,-8.26,-248.38,-7.99,248.38,Active Erosion,1.0
21.8015311945,90.1687116442,Active Erosion,-8.26,-248.38,-7.99,248.38,Active Erosion,1.0
21.7993383506,90.1682399983,Active Erosion,-8.25,-248.18,-7.99,248.18,Active Erosion,1.0
21.7997864329,90.1683431185,Active Erosion,-8.25,-248.18,-7.99,248.18,Active Erosion,1.0
21.8002828498,90.1684573627,Active Erosion,-8.25,-248.18,-7.99,248.18,Active Erosion,1.0
21.8015282068,90.1687439688,Active Erosion,-8.25,-248.18,-7.99,248.18,Active Erosion,1.0
21.7993736359,90.1680796164,Active Erosion,-8.2,-246.54,-7.97,246.54,Active Erosion,1.0
21.7998019782,90.1681876709,Active Erosion,-8.2,-246.54,-7.97,246.54,Active Erosion,1.0
21.8003243152,90.1683194374,Active Erosion,-8.2,-246.54,-7.97,246.54,Active Erosion,1.0
21.801539452,90.1686259748,Active Erosion,-8.2,-246.54,-7.97,246.54,Active Erosion,1.0
21.7994150264,90.1678914833,Active Erosion,-8.11,-244.02,-7.94,244.02,Active Erosion,1.0
21.7998213476,90.1679939822,Active Erosion,-8.11,-244.02,-7.94,244.02,Active Erosion,1.0
21.8003815991,90.1681353124,Active Erosion,-8.11,-244.02,-7.94,244.02,Active Erosion,1.0
21.8015586347,90.1684322368,Active Erosion,-8.11,-244.02,-7.94,244.02,Active Erosion,1.0
21.7994564168,90.1677033498,Active Erosion,-8.03,-241.49,-7.9,241.49,Active Erosion,1.0
21.7998407168,90.167800293,Active Erosion,-8.03,-241.49,-7.9,241.49,Active Erosion,1.0
21.8004388828,90.1679511869,Active Erosion,-8.03,-241.49,-7.9,241.49,Active Erosion,1.0
21.8015778169,90.1682384979,Active Erosion,-8.03,-241.49,-7.9,241.49,Active Erosion,1.0
21.7994978069,90.1675152165,Active Erosion,-7.94,-238.96,-7.87,238.96,Active Erosion,1.0
21.7998600856,90.1676066042,Active Erosion,-7.94,-238.96,-7.87,238.96,Active Erosion,1.0
21.8004961663,90.1677670616,Active Erosion,-7.94,-238.96,-7.87,238.96,Active Erosion,1.0
21.8015969992,90.1680447599,Active Erosion,-7.94,-238.96,-7.87,238.96,Active Erosion,1.0
21.7995391969,90.1673270828,Active Erosion,-7.86,-236.43,-7.84,236.43,Active Erosion,1.0
21.7998794543,90.167412915,Active Erosion,-7.86,-236.43,-7.84,236.43,Active Erosion,1.0
21.8005534496,90.1675829358,Active Erosion,-7.86,-236.43,-7.84,236.43,Active Erosion,1.0
21.8016161809,90.167851021,Active Erosion,-7.86,-236.43,-7.84,236.43,Active Erosion,1.0
21.7995805866,90.1671389489,Active Erosion,-7.78,-233.9,-7.8,233.9,Active Erosion,1.0
21.7998988228,90.1672192257,Active Erosion,-7.78,-233.9,-7.8,233.9,Active Erosion,1.0
21.8006107328,90.1673988098,Active Erosion,-7.78,-233.9,-7.8,233.9,Active Erosion,1.0
21.8016353628,90.1676572819,Active Erosion,-7.78,-233.9,-7.8,233.9,Active Erosion,1.0
21.799621976,90.1669508154,Active Erosion,-7.69,-231.37,-7.77,231.37,Active Erosion,1.0
21.799918191,90.1670255368,Active Erosion,-7.69,-231.37,-7.77,231.37,Active Erosion,1.0
21.8006685122,90.1672148095,Active Erosion,-7.69,-231.37,-7.77,231.37,Active Erosion,1.0
21.8016545443,90.1674635438,Active Erosion,-7.69,-231.37,-7.77,231.37,Active Erosion,1.0
21.7996633653,90.1667626814,Active Erosion,-7.61,-229.02,-7.75,229.02,Active Erosion,1.0
21.799937559,90.1668318475,Active Erosion,-7.61,-229.02,-7.75,229.02,Active Erosion,1.0
21.8007295709,90.1670316357,Active Erosion,-7.61,-229.02,-7.75,229.02,Active Erosion,1.0
21.8016752399,90.1672701867,Active Erosion,-7.61,-229.02,-7.75,229.02,Active Erosion,1.0
21.7997314759,90.1664530837,Active Erosion,-7.48,-225.0,-7.73,225.0,Active Erosion,1.0
21.7999716649,90.1664907671,Active Erosion,-7.48,-225.0,-7.73,225.0,Active Erosion,1.0
21.8008632346,90.1666306469,Active Erosion,-7.48,-225.0,-7.73,225.0,Active Erosion,1.0
21.8017407016,90.1667683151,Active Erosion,-7.48,-225.0,-7.73,225.0,Active Erosion,1.0
21.7998743096,90.1658038216,Active Erosion,-8.33,-250.59,-8.7,250.59,Active Erosion,1.0
21.8000151576,90.1657794327,Active Erosion,-8.33,-250.59,-8.7,250.59,Active Erosion,1.0
21.8010906965,90.1655931928,Active Erosion,-8.33,-250.59,-8.7,250.59,Active Erosion,1.0
21.8021069392,90.1654172171,Active Erosion,-8.33,-250.59,-8.7,250.59,Active Erosion,1.0
21.7996006078,90.1653016311,Active Erosion,-10.98,-330.28,-11.23,330.28,Active Erosion,1.0
21.8000151582,90.1651096415,Active Erosion,-10.98,-330.28,-11.23,330.28,Active Erosion,1.0
21.8011394126,90.1645889614,Active Erosion,-10.98,-330.28,-11.23,330.28,Active Erosion,1.0
21.802336553,90.164034514,Active Erosion,-10.98,-330.28,-11.23,330.28,Active Erosion,1.0
21.7995316552,90.1652202225,Active Erosion,-10.93,-328.9,-11.16,328.9,Active Erosion,1.0
21.8000151581,90.1650331418,Active Erosion,-10.93,-328.9,-11.16,328.9,Active Erosion,1.0
21.8011386856,90.1645984116,Active Erosion,-10.93,-328.9,-11.16,328.9,Active Erosion,1.0
21.8023233659,90.1641400102,Active Erosion,-10.93,-328.9,-11.16,328.9,Active Erosion,1.0
21.7995314589,90.1652210404,Active Erosion,-10.3,-309.77,-10.51,309.77,Active Erosion,1.0
21.8000151582,90.1651090294,Active Erosion,-10.3,-309.77,-10.51,309.77,Active Erosion,1.0
21.8011190718,90.1648533908,Active Erosion,-10.3,-309.77,-10.51,309.77,Active Erosion,1.0
21.8022640064,90.1645882474,Active Erosion,-10.3,-309.77,-10.51,309.77,Active Erosion,1.0
