lat,long,Stability_Class,EPR,NSM,LRR,SCE,ML_Stability_Predicted,Prediction_Confidence
21.8106502512,90.2279154921,Active Accretion,8.67,260.69,11.75,397.12,Active Accretion,1.0
21.811043982,90.227539421,Active Accretion,8.67,260.69,11.75,397.12,Active Accretion,1.0
21.8125759405,90.2256694151,Active Accretion,8.39,252.46,11.41,387.2,Active Accretion,1.0
21.813054201,90.2251894857,Active Accretion,8.39,252.46,11.41,387.2,Active Accretion,1.0
21.810504084,90.227748444,Active Accretion,8.39,252.46,11.41,387.2,Active Accretion,1.0
21.8109132473,90.2273378716,Active Accretion,8.39,252.46,11.41,387.2,Active Accretion,1.0
21.8124402306,90.2255525536,Active Accretion,8.21,246.88,11.19,381.64,Active Accretion,1.0
21.8129005364,90.2250924346,Active Accretion,8.21,246.88,11.19,381.64,Active Accretion,1.0
21.810382454,90.2276094387,Active Accretion,8.21,246.88,11.19,381.64,Active Accretion,1.0
21.8108113326,90.2271807535,Active Accretion,8.21,246.88,11.19,381.64,Active Accretion,1.0
21.8124328148,90.2255461678,Active Accretion,8.16,245.33,11.15,382.54,Active Accretion,1.0
21.8129155232,90.2251018998,Active Accretion,8.16,245.33,11.15,382.54,Active Accretion,1.0
21.8102970321,90.2275118143,Active Accretion,8.16,245.33,11.15,382.54,Active Accretion,1.0
21.810753549,90.2270916708,Active Accretion,8.16,245.33,11.15,382.54,Active Accretion,1.0
21.8125915436,90.2256828512,Active Accretion,8.32,250.43,11.42,394.22,Active Accretion,1.0
21.8131544543,90.2252528037,Active Accretion,8.32,250.43,11.42,394.22,Active Accretion,1.0
21.8102578889,90.2274656463,Active Accretion,8.32,250.43,11.42,394.22,Active Accretion,1.0
21.8107515203,90.2270885433,Active Accretion,8.32,250.43,11.42,394.22,Active Accretion,1.0
21.8127370436,90.2258081434,Active Accretion,8.54,256.91,11.74,406.77,Active Accretion,1.0
21.8133835142,90.2253974737,Active Accretion,8.54,256.91,11.74,406.77,Active Accretion,1.0
21.8102258795,90.2274033116,Active Accretion,8.54,256.91,11.74,406.77,Active Accretion,1.0
21.8107427331,90.2270749964,Active Accretion,8.54,256.91,11.74,406.77,Active Accretion,1.0
21.8127012945,90.2257773593,Active Accretion,8.52,256.2,11.7,405.37,Active Accretion,1.0
21.8133653567,90.2253860058,Active Accretion,8.52,256.2,11.7,405.37,Active Accretion,1.0
21.810159986,90.2272749916,Active Accretion,8.52,256.2,11.7,405.37,Active Accretion,1.0
21.81067543,90.226971238,Active Accretion,8.52,256.2,11.7,405.37,Active Accretion,1.0
21.8125502304,90.2256472758,Active Accretion,8.3,249.66,11.39,393.61,Active Accretion,1.0
21.8131861109,90.2252727975,Active Accretion,8.3,249.66,11.39,393.61,Active Accretion,1.0
21.8100732014,90.2271059892,Active Accretion,8.3,249.66,11.39,393.61,Active Accretion,1.0
21.8105757272,90.2268100588,Active Accretion,8.3,249.66,11.39,393.61,Active Accretion,1.0
21.812333676,90.2254607983,Active Accretion,7.97,239.78,10.92,375.97,Active Accretion,1.0
21.812916215,90.2251023368,Active Accretion,7.97,239.78,10.92,375.97,Active Accretion,1.0
21.8099739858,90.2269127795,Active Accretion,7.97,239.78,10.92,375.97,Active Accretion,1.0
21.8104572508,90.2266154185,Active Accretion,7.97,239.78,10.92,375.97,Active Accretion,1.0
21.8117645452,90.2247727223,Active Accretion,7.54,226.74,9.89,311.16,Active Accretion,1.0
21.8119434302,90.2246148487,Active Accretion,7.54,226.74,9.89,311.16,Active Accretion,1.0
21.809776152,90.2265275256,Active Accretion,7.54,226.74,9.89,311.16,Active Accretion,1.0
21.81018526,90.2261664841,Active Accretion,7.54,226.74,9.89,311.16,Active Accretion,1.0
21.8113105295,90.2239655862,Active Accretion,7.9,237.59,9.89,312.03,Active Accretion,1.0
21.8111114012,90.2242115273,Active Accretion,7.9,237.59,9.89,312.03,Active Accretion,1.0
21.8094656214,90.2262441665,Active Accretion,7.9,237.59,9.89,312.03,Active Accretion,1.0
21.8099057348,90.2257006076,Active Accretion,7.9,237.59,9.89,312.03,Active Accretion,1.0
21.8110918456,90.2235064011,Active Accretion,8.24,248.0,10.14,334.51,Active Accretion,1.0
21.8107506129,90.2239836608,Active Accretion,8.24,248.0,10.14,334.51,Active Accretion,1.0
21.8092563893,90.2260734797,Active Accretion,8.24,248.0,10.14,334.51,Active Accretion,1.0
21.8097311028,90.2254095555,Active Accretion,8.24,248.0,10.14,334.51,Active Accretion,1.0
21.8110083168,90.2233217564,Active Accretion,8.33,250.51,10.19,344.01,Active Accretion,1.0
21.8106009021,90.223889107,Active Accretion,8.33,250.51,10.19,344.01,Active Accretion,1.0
21.8091155524,90.2259574963,Active Accretion,8.33,250.51,10.19,344.01,Active Accretion,1.0
21.8096300234,90.2252410912,Active Accretion,8.33,250.51,10.19,344.01,Active Accretion,1.0
21.810933572,90.2231565295,Active Accretion,8.58,258.25,10.4,352.52,Active Accretion,1.0
21.8104638711,90.2238025615,Active Accretion,8.58,258.25,10.4,352.52,Active Accretion,1.0
21.8089788977,90.2258449573,Active Accretion,8.58,258.25,10.4,352.52,Active Accretion,1.0
21.809501613,90.2251260368,Active Accretion,8.58,258.25,10.4,352.52,Active Accretion,1.0
21.8109597737,90.2232144497,Active Accretion,8.49,255.45,10.33,350.12,Active Accretion,1.0
21.81047746,90.2238111439,Active Accretion,8.49,255.45,10.33,350.12,Active Accretion,1.0
21.8088915875,90.2257730551,Active Accretion,8.49,255.45,10.33,350.12,Active Accretion,1.0
21.8094508238,90.2250812227,Active Accretion,8.49,255.45,10.33,350.12,Active Accretion,1.0
21.8110943313,90.223511896,Active Accretion,8.08,243.14,10.02,338.73,Active Accretion,1.0
21.8106725465,90.2239343559,Active Accretion,8.08,243.14,10.02,338.73,Active Accretion,1.0
21.808861489,90.2257482682,Active Accretion,8.08,243.14,10.02,338.73,Active Accretion,1.0
21.8094915842,90.2251171878,Active Accretion,8.08,243.14,10.02,338.73,Active Accretion,1.0
21.8111472428,90.2236288607,Active Accretion,7.98,240.15,9.94,332.93,Active Accretion,1.0
21.8107450871,90.2239801709,Active Accretion,7.98,240.15,9.94,332.93,Active Accretion,1.0
21.8088187863,90.2256628853,Active Accretion,7.98,240.15,9.94,332.93,Active Accretion,1.0
21.8094676558,90.2250960746,Active Accretion,7.98,240.15,9.94,332.93,Active Accretion,1.0
21.8105812745,90.2223777661,Active Accretion,9.52,286.37,10.93,364.54,Active Accretion,1.0
21.8098750645,90.223357419,Active Accretion,9.52,286.37,10.93,364.54,Active Accretion,1.0
21.808570721,90.2251667513,Active Accretion,9.52,286.37,10.93,364.54,Active Accretion,1.0
21.8090018449,90.2245687208,Active Accretion,9.52,286.37,10.93,364.54,Active Accretion,1.0
21.8096815716,90.2205178117,Active Accretion,16.46,495.14,16.91,495.14,Active Accretion,1.0
21.8089151127,90.2225681146,Active Accretion,16.46,495.14,16.91,495.14,Active Accretion,1.0
21.8082119079,90.2244491282,Active Accretion,16.46,495.14,16.91,495.14,Active Accretion,1.0
21.8080206819,90.2249606281,Active Accretion,16.46,495.14,16.91,495.14,Active Accretion,1.0
21.8092928715,90.2197494559,Active Accretion,18.71,562.79,18.88,562.79,Active Accretion,1.0
21.808548959,90.2222263716,Active Accretion,18.71,562.79,18.88,562.79,Active Accretion,1.0
21.8079874997,90.2240956924,Active Accretion,18.71,562.79,18.88,562.79,Active Accretion,1.0
21.8077375907,90.22492771,Active Accretion,18.71,562.79,18.88,562.79,Active Accretion,1.0
21.8091753049,90.2195170604,Active Accretion,19.34,581.69,19.38,581.69,Active Accretion,1.0
21.808402088,90.2220886857,Active Accretion,19.34,581.69,19.38,581.69,Active Accretion,1.0
21.8078560814,90.2239045368,Active Accretion,19.34,581.69,19.38,581.69,Active Accretion,1.0
21.8075661864,90.224868605,Active Accretion,19.34,581.69,19.38,581.69,Active Accretion,1.0
21.8090594216,90.2192717568,Active Accretion,20.01,601.91,19.96,601.91,Active Accretion,1.0
21.8082627322,90.2219214575,Active Accretion,20.01,601.91,19.96,601.91,Active Accretion,1.0
21.8077241472,90.2237126315,Active Accretion,20.01,601.91,19.96,601.91,Active Accretion,1.0
21.8073943631,90.2248093556,Active Accretion,20.01,601.91,19.96,601.91,Active Accretion,1.0
21.8090324781,90.2191929959,Active Accretion,20.24,608.87,20.13,608.87,Active Accretion,1.0
21.808186696,90.2218302137,Active Accretion,20.24,608.87,20.13,608.87,Active Accretion,1.0
21.8076278688,90.2235725899,Active Accretion,20.24,608.87,20.13,608.87,Active Accretion,1.0
21.8072474401,90.2247586927,Active Accretion,20.24,608.87,20.13,608.87,Active Accretion,1.0
21.8092136431,90.2195928438,Active Accretion,19.21,577.94,19.13,577.94,Active Accretion,1.0
21.8082790951,90.2219410932,Active Accretion,19.21,577.94,19.13,577.94,Active Accretion,1.0
21.8076290728,90.2235743411,Active Accretion,19.21,577.94,19.13,577.94,Active Accretion,1.0
21.8071685247,90.2247314806,Active Accretion,19.21,577.94,19.13,577.94,Active Accretion,1.0
21.8095603006,90.2202780905,Active Accretion,17.68,531.89,17.7,531.89,Active Accretion,1.0
21.8085207125,90.2222000083,Active Accretion,17.68,531.89,17.7,531.89,Active Accretion,1.0
21.807712026,90.2236950007,Active Accretion,17.68,531.89,17.7,531.89,Active Accretion,1.0
21.8071540497,90.2247264891,Active Accretion,17.68,531.89,17.7,531.89,Active Accretion,1.0
21.8098926329,90.2209350279,Active Accretion,16.49,495.93,16.63,495.93,Active Accretion,1.0
21.808794432,90.2224554792,Active Accretion,16.49,495.93,16.63,495.93,Active Accretion,1.0
21.8078032619,90.223827708,Active Accretion,16.49,495.93,16.63,495.93,Active Accretion,1.0
21.8071540504,90.2247264896,Active Accretion,16.49,495.93,16.63,495.93,Active Accretion,1.0
21.8101611866,90.221465897,Active Accretion,15.76,474.01,16.01,474.01,Active Accretion,1.0
21.8090348456,90.2226798657,Active Accretion,15.76,474.01,16.01,474.01,Active Accretion,1.0
21.8078741542,90.2239308248,Active Accretion,15.76,474.01,16.01,474.01,Active Accretion,1.0
21.807145789,90.2247158187,Active Accretion,15.76,474.01,16.01,474.01,Active Accretion,1.0
21.8102749512,90.2217006398,Active Accretion,15.49,466.12,15.78,466.12,Active Accretion,1.0
21.8091268523,90.222765739,Active Accretion,15.49,466.12,15.78,466.12,Active Accretion,1.0
21.8078729039,90.2239290062,Active Accretion,15.49,466.12,15.78,466.12,Active Accretion,1.0
21.807095191,90.2246504625,Active Accretion,15.49,466.12,15.78,466.12,Active Accretion,1.0
21.8102480008,90.2216410662,Active Accretion,15.55,467.64,15.8,467.64,Active Accretion,1.0
21.8090558651,90.2226994839,Active Accretion,15.55,467.64,15.8,467.64,Active Accretion,1.0
21.8077963675,90.2238176797,Active Accretion,15.55,467.64,15.8,467.64,Active Accretion,1.0
21.806998707,90.2245258366,Active Accretion,15.55,467.64,15.8,467.64,Active Accretion,1.0
21.810161586,90.221466686,Active Accretion,15.68,471.79,15.89,471.79,Active Accretion,1.0
21.8089179863,90.2225707966,Active Accretion,15.68,471.79,15.89,471.79,Active Accretion,1.0
21.8076891695,90.2236617548,Active Accretion,15.68,471.79,15.89,471.79,Active Accretion,1.0
21.8068834981,90.2243770246,Active Accretion,15.68,471.79,15.89,471.79,Active Accretion,1.0
21.8100739298,90.2212934096,Active Accretion,15.82,475.75,15.96,475.75,Active Accretion,1.0
21.808780108,90.2224421101,Active Accretion,15.82,475.75,15.96,475.75,Active Accretion,1.0
21.8075819717,90.2235058304,Active Accretion,15.82,475.75,15.96,475.75,Active Accretion,1.0
21.8067682893,90.2242282131,Active Accretion,15.82,475.75,15.96,475.75,Active Accretion,1.0
21.8099862732,90.2211201326,Active Accretion,15.95,479.72,16.04,479.72,Active Accretion,1.0
21.8086422292,90.2223134234,Active Accretion,15.95,479.72,16.04,479.72,Active Accretion,1.0
21.8074747736,90.2233499061,Active Accretion,15.95,479.72,16.04,479.72,Active Accretion,1.0
21.8066530803,90.2240794016,Active Accretion,15.95,479.72,16.04,479.72,Active Accretion,1.0
21.8099718296,90.221091581,Active Accretion,15.97,480.54,16.04,480.54,Active Accretion,1.0
21.8085837999,90.2222588897,Active Accretion,15.97,480.54,16.04,480.54,Active Accretion,1.0
21.8074057828,90.2232495561,Active Accretion,15.97,480.54,16.04,480.54,Active Accretion,1.0
21.8065607684,90.223960166,Active Accretion,15.97,480.54,16.04,480.54,Active Accretion,1.0
21.8100780563,90.2213015669,Active Accretion,15.88,477.75,15.98,477.75,Active Accretion,1.0
21.8086596529,90.2223296855,Active Accretion,15.88,477.75,15.98,477.75,Active Accretion,1.0
21.8074007191,90.2232421907,Active Accretion,15.88,477.75,15.98,477.75,Active Accretion,1.0
21.8065071397,90.2238898652,Active Accretion,15.88,477.75,15.98,477.75,Active Accretion,1.0
21.8101773206,90.2214977905,Active Accretion,15.81,475.72,15.95,475.72,Active Accretion,1.0
21.8087319435,90.2223971566,Active Accretion,15.81,475.72,15.95,475.72,Active Accretion,1.0
21.8073926686,90.2232304809,Active Accretion,15.81,475.72,15.95,475.72,Active Accretion,1.0
21.8064648515,90.2238077758,Active Accretion,15.81,475.72,15.95,475.72,Active Accretion,1.0
21.8101511959,90.2214461473,Active Accretion,15.81,475.65,15.93,475.65,Active Accretion,1.0
21.8086580856,90.2223282227,Active Accretion,15.81,475.65,15.93,475.65,Active Accretion,1.0
21.8073170239,90.223120453,Active Accretion,15.81,475.65,15.93,475.65,Active Accretion,1.0
21.8063922136,90.2236667723,Active Accretion,15.81,475.65,15.93,475.65,Active Accretion,1.0
21.8100652111,90.2212761747,Active Accretion,15.82,475.8,15.89,475.8,Active Accretion,1.0
21.8085132335,90.2221930279,Active Accretion,15.82,475.8,15.89,475.8,Active Accretion,1.0
21.8072090853,90.2229634526,Active Accretion,15.82,475.8,15.89,475.8,Active Accretion,1.0
21.8063050216,90.223497517,Active Accretion,15.82,475.8,15.89,475.8,Active Accretion,1.0
21.8099792261,90.2211062023,Active Accretion,15.82,475.96,15.85,475.96,Active Accretion,1.0
21.80837374,90.2220546678,Active Accretion,15.82,475.96,15.85,475.96,Active Accretion,1.0
21.8071011466,90.2228064524,Active Accretion,15.82,475.96,15.85,475.96,Active Accretion,1.0
21.8062178295,90.2233282619,Active Accretion,15.82,475.96,15.85,475.96,Active Accretion,1.0
21.8099009611,90.2209514903,Active Accretion,15.83,476.1,15.84,476.1,Active Accretion,1.0
21.8082578579,90.2219156083,Active Accretion,15.83,476.1,15.84,476.1,Active Accretion,1.0
21.8069972204,90.222655289,Active Accretion,15.83,476.1,15.84,476.1,Active Accretion,1.0
21.8061325127,90.2231626477,Active Accretion,15.83,476.1,15.84,476.1,Active Accretion,1.0
21.8098495393,90.2208498419,Active Accretion,15.83,476.25,15.8,476.25,Active Accretion,1.0
21.8081673712,90.2218070239,Active Accretion,15.83,476.25,15.8,476.25,Active Accretion,1.0
21.8069316595,90.2225101464,Active Accretion,15.83,476.25,15.8,476.25,Active Accretion,1.0
21.8060537153,90.223009689,Active Accretion,15.83,476.25,15.8,476.25,Active Accretion,1.0
21.8097981072,90.2207481734,Active Accretion,15.82,475.91,15.74,475.91,Active Accretion,1.0
21.8080763143,90.2216977553,Active Accretion,15.82,475.91,15.74,475.91,Active Accretion,1.0
21.806872305,90.2223617583,Active Accretion,15.82,475.91,15.74,475.91,Active Accretion,1.0
21.805979418,90.2228541703,Active Accretion,15.82,475.91,15.74,475.91,Active Accretion,1.0
21.8097216537,90.2205970439,Active Accretion,15.81,475.47,15.67,475.47,Active Accretion,1.0
21.8079611308,90.221559535,Active Accretion,15.81,475.47,15.67,475.47,Active Accretion,1.0
21.806804373,90.2221919267,Active Accretion,15.81,475.47,15.67,475.47,Active Accretion,1.0
21.8058995269,90.222686591,Active Accretion,15.81,475.47,15.67,475.47,Active Accretion,1.0
21.8096356451,90.2204270273,Active Accretion,15.79,474.98,15.59,474.98,Active Accretion,1.0
21.8078368758,90.2214104293,Active Accretion,15.79,474.98,15.59,474.98,Active Accretion,1.0
21.8067331374,90.2220138366,Active Accretion,15.79,474.98,15.59,474.98,Active Accretion,1.0
21.8058174505,90.2225144283,Active Accretion,15.79,474.98,15.59,474.98,Active Accretion,1.0
21.8095496362,90.2202570095,Active Accretion,15.77,474.49,15.51,474.49,Active Accretion,1.0
21.8077126201,90.2212613233,Active Accretion,15.77,474.49,15.51,474.49,Active Accretion,1.0
21.8066619014,90.2218357462,Active Accretion,15.77,474.49,15.51,474.49,Active Accretion,1.0
21.8057353738,90.2223422656,Active Accretion,15.77,474.49,15.51,474.49,Active Accretion,1.0
21.8094636273,90.2200869932,Active Accretion,15.76,474.01,15.43,474.01,Active Accretion,1.0
21.8075897347,90.2211114692,Active Accretion,15.76,474.01,15.43,474.01,Active Accretion,1.0
21.8065906654,90.2216576565,Active Accretion,15.76,474.01,15.43,474.01,Active Accretion,1.0
21.8056532971,90.2221701033,Active Accretion,15.76,474.01,15.43,474.01,Active Accretion,1.0
21.809377618,90.2199169764,Active Accretion,15.74,473.52,15.37,473.52,Active Accretion,1.0
21.8074836935,90.220952406,Active Accretion,15.74,473.52,15.37,473.52,Active Accretion,1.0
21.8065194291,90.2214795667,Active Accretion,15.74,473.52,15.37,473.52,Active Accretion,1.0
21.8055712201,90.2219979411,Active Accretion,15.74,473.52,15.37,473.52,Active Accretion,1.0
21.809291609,90.2197469601,Active Accretion,15.72,473.03,15.32,473.03,Active Accretion,1.0
21.8073776523,90.2207933433,Active Accretion,15.72,473.03,15.32,473.03,Active Accretion,1.0
21.8064481927,90.2213014772,Active Accretion,15.72,473.03,15.32,473.03,Active Accretion,1.0
21.8054891431,90.2218257792,Active Accretion,15.72,473.03,15.32,473.03,Active Accretion,1.0
21.8092055993,90.2195769437,Active Accretion,15.71,472.54,15.26,472.54,Active Accretion,1.0
21.8072716108,90.2206342805,Active Accretion,15.71,472.54,15.26,472.54,Active Accretion,1.0
21.8063769561,90.2211233877,Active Accretion,15.71,472.54,15.26,472.54,Active Accretion,1.0
21.8054070658,90.2216536174,Active Accretion,15.71,472.54,15.26,472.54,Active Accretion,1.0
21.8091195902,90.2194069286,Active Accretion,15.69,472.05,15.19,472.05,Active Accretion,1.0
21.8071655696,90.2204752187,Active Accretion,15.69,472.05,15.19,472.05,Active Accretion,1.0
21.8063106391,90.2209426094,Active Accretion,15.69,472.05,15.19,472.05,Active Accretion,1.0
21.8053249885,90.221481456,Active Accretion,15.69,472.05,15.19,472.05,Active Accretion,1.0
21.8090453084,90.2192305012,Active Accretion,15.72,473.02,15.16,473.02,Active Accretion,1.0
21.8070595281,90.2203161568,Active Accretion,15.72,473.02,15.16,473.02,Active Accretion,1.0
21.8062518156,90.2207577342,Active Accretion,15.72,473.02,15.16,473.02,Active Accretion,1.0
21.8052429109,90.2213092948,Active Accretion,15.72,473.02,15.16,473.02,Active Accretion,1.0
21.8089827589,90.2190476588,Active Accretion,15.81,475.45,15.18,475.45,Active Accretion,1.0
21.8069534862,90.2201570947,Active Accretion,15.81,475.45,15.18,475.45,Active Accretion,1.0
21.8061929918,90.2205728588,Active Accretion,15.81,475.45,15.18,475.45,Active Accretion,1.0
21.8051608331,90.2211371336,Active Accretion,15.81,475.45,15.18,475.45,Active Accretion,1.0
21.8089202092,90.2188648165,Active Accretion,15.89,477.88,15.19,477.88,Active Accretion,1.0
21.8068474441,90.2199980329,Active Accretion,15.89,477.88,15.19,477.88,Active Accretion,1.0
21.8061341679,90.2203879836,Active Accretion,15.89,477.88,15.19,477.88,Active Accretion,1.0
21.8050787552,90.2209649726,Active Accretion,15.89,477.88,15.19,477.88,Active Accretion,1.0
21.8088813218,90.2187511435,Active Accretion,15.94,479.42,15.2,479.42,Active Accretion,1.0
21.8067694785,90.2198716638,Active Accretion,15.94,479.42,15.2,479.42,Active Accretion,1.0
21.8060853742,90.2202346328,Active Accretion,15.94,479.42,15.2,479.42,Active Accretion,1.0
21.8050040772,90.2208083336,Active Accretion,15.94,479.42,15.2,479.42,Active Accretion,1.0
21.8089332412,90.2189029115,Active Accretion,15.91,478.56,15.17,478.56,Active Accretion,1.0
21.8067770051,90.2198838947,Active Accretion,15.91,478.56,15.17,478.56,Active Accretion,1.0
21.8060753438,90.2202031087,Active Accretion,15.91,478.56,15.17,478.56,Active Accretion,1.0
21.804957898,90.2207114718,Active Accretion,15.91,478.56,15.17,478.56,Active Accretion,1.0
21.8090024096,90.2191051015,Active Accretion,15.89,477.88,15.16,477.88,Active Accretion,1.0
21.8068017393,90.2199240881,Active Accretion,15.89,477.88,15.16,477.88,Active Accretion,1.0
21.8060728695,90.2201953324,Active Accretion,15.89,477.88,15.16,477.88,Active Accretion,1.0
21.8049282684,90.2206212817,Active Accretion,15.89,477.88,15.16,477.88,Active Accretion,1.0
21.8090030616,90.2191070069,Active Accretion,15.88,477.64,15.13,477.64,Active Accretion,1.0
21.8067598892,90.2198560811,Active Accretion,15.88,477.64,15.13,477.64,Active Accretion,1.0
21.8060412776,90.2200960445,Active Accretion,15.88,477.64,15.13,477.64,Active Accretion,1.0
21.8048875469,90.2204812995,Active Accretion,15.88,477.64,15.13,477.64,Active Accretion,1.0
21.808941455,90.2189269216,Active Accretion,15.85,476.67,15.05,476.67,Active Accretion,1.0
21.8066570646,90.2196889897,Active Accretion,15.85,476.67,15.05,476.67,Active Accretion,1.0
21.8059832768,90.2199137582,Active Accretion,15.85,476.67,15.05,476.67,Active Accretion,1.0
21.8048339757,90.2202971468,Active Accretion,15.85,476.67,15.05,476.67,Active Accretion,1.0
21.808879287,90.2187451953,Active Accretion,15.81,475.68,14.98,475.68,Active Accretion,1.0
21.8065536936,90.2195210109,Active Accretion,15.81,475.68,14.98,475.68,Active Accretion,1.0
21.8059184376,90.2197329262,Active Accretion,15.81,475.68,14.98,475.68,Active Accretion,1.0
21.8047802885,90.2201125959,Active Accretion,15.81,475.68,14.98,475.68,Active Accretion,1.0
21.8088171187,90.2185634692,Active Accretion,15.78,474.7,14.91,474.7,Active Accretion,1.0
21.8064503225,90.2193530323,Active Accretion,15.78,474.7,14.91,474.7,Active Accretion,1.0
21.8058483615,90.2195538413,Active Accretion,15.78,474.7,14.91,474.7,Active Accretion,1.0
21.8047266011,90.2199280452,Active Accretion,15.78,474.7,14.91,474.7,Active Accretion,1.0
21.80875495,90.2183817424,Active Accretion,15.75,473.71,14.84,473.71,Active Accretion,1.0
21.8063469509,90.2191850535,Active Accretion,15.75,473.71,14.84,473.71,Active Accretion,1.0
21.8057782851,90.2193747561,Active Accretion,15.75,473.71,14.84,473.71,Active Accretion,1.0
21.8046729135,90.2197434944,Active Accretion,15.75,473.71,14.84,473.71,Active Accretion,1.0
21.808692781,90.2182000164,Active Accretion,15.71,472.73,14.78,472.73,Active Accretion,1.0
21.8062435793,90.2190170753,Active Accretion,15.71,472.73,14.78,472.73,Active Accretion,1.0
21.8057082086,90.2191956715,Active Accretion,15.71,472.73,14.78,472.73,Active Accretion,1.0
21.8046192257,90.2195589439,Active Accretion,15.71,472.73,14.78,472.73,Active Accretion,1.0
21.8086412786,90.2180494696,Active Accretion,15.69,471.92,14.72,471.92,Active Accretion,1.0
21.8061497117,90.2188645414,Active Accretion,15.69,471.92,14.72,471.92,Active Accretion,1.0
21.805643441,90.2190301545,Active Accretion,15.69,471.92,14.72,471.92,Active Accretion,1.0
21.8045677594,90.2193820306,Active Accretion,15.69,471.92,14.72,471.92,Active Accretion,1.0
21.8086455314,90.218061901,Active Accretion,15.7,472.36,14.72,472.36,Active Accretion,1.0
21.8061049992,90.2187918841,Active Accretion,15.7,472.36,14.72,472.36,Active Accretion,1.0
21.8056062771,90.2189351805,Active Accretion,15.7,472.36,14.72,472.36,Active Accretion,1.0
21.8045279018,90.2192450225,Active Accretion,15.7,472.36,14.72,472.36,Active Accretion,1.0
21.8086594936,90.2181027137,Active Accretion,15.71,472.62,14.71,472.62,Active Accretion,1.0
21.8060679104,90.2187316154,Active Accretion,15.71,472.62,14.71,472.62,Active Accretion,1.0
21.8055735621,90.218851576,Active Accretion,15.71,472.62,14.71,472.62,Active Accretion,1.0
21.8044992781,90.2191122625,Active Accretion,15.71,472.62,14.71,472.62,Active Accretion,1.0
21.8086339778,90.2180281285,Active Accretion,15.67,471.33,14.65,471.33,Active Accretion,1.0
21.805994451,90.2186122452,Active Accretion,15.67,471.33,14.65,471.33,Active Accretion,1.0
21.8055209148,90.2187170339,Active Accretion,15.67,471.33,14.65,471.33,Active Accretion,1.0
21.8044679718,90.2189500361,Active Accretion,15.67,471.33,14.65,471.33,Active Accretion,1.0
21.8085712033,90.2178446331,Active Accretion,15.57,468.36,14.52,468.36,Active Accretion,1.0
21.8058983618,90.2184361252,Active Accretion,15.57,468.36,14.52,468.36,Active Accretion,1.0
21.8054637338,90.2185323044,Active Accretion,15.57,468.36,14.52,468.36,Active Accretion,1.0
21.8044314411,90.2187607382,Active Accretion,15.57,468.36,14.52,468.36,Active Accretion,1.0
21.8085084285,90.217661138,Active Accretion,15.47,465.39,14.35,465.39,Active Accretion,1.0
21.8058033951,90.218259757,Active Accretion,15.47,465.39,14.35,465.39,Active Accretion,1.0
21.805434368,90.2183414197,Active Accretion,15.47,465.39,14.35,465.39,Active Accretion,1.0
21.8043949102,90.2185714404,Active Accretion,15.47,465.39,14.35,465.39,Active Accretion,1.0
21.8084456535,90.217477643,Active Accretion,15.37,462.42,14.19,462.42,Active Accretion,1.0
21.8057084282,90.218083389,Active Accretion,15.37,462.42,14.19,462.42,Active Accretion,1.0
21.805405002,90.2181505352,Active Accretion,15.37,462.42,14.19,462.42,Active Accretion,1.0
21.804358379,90.2183821428,Active Accretion,15.37,462.42,14.19,462.42,Active Accretion,1.0
21.8083828787,90.2172941484,Active Accretion,15.27,459.46,14.03,459.46,Active Accretion,1.0
21.8056134611,90.2179070214,Active Accretion,15.27,459.46,14.03,459.46,Active Accretion,1.0
21.8053756357,90.2179596508,Active Accretion,15.27,459.46,14.03,459.46,Active Accretion,1.0
21.8043218477,90.2181928453,Active Accretion,15.27,459.46,14.03,459.46,Active Accretion,1.0
21.8083201034,90.2171106538,Active Accretion,15.17,456.49,13.87,456.49,Active Accretion,1.0
21.8055184939,90.2177306539,Active Accretion,15.17,456.49,13.87,456.49,Active Accretion,1.0
21.8053462693,90.2177687665,Active Accretion,15.17,456.49,13.87,456.49,Active Accretion,1.0
21.8042853161,90.2180035479,Active Accretion,15.17,456.49,13.87,456.49,Active Accretion,1.0
21.8082731817,90.2169735004,Active Accretion,15.1,454.28,13.74,454.28,Active Accretion,1.0
21.8054347864,90.2175751978,Active Accretion,15.1,454.28,13.74,454.28,Active Accretion,1.0
21.8053202257,90.2175994824,Active Accretion,15.1,454.28,13.74,454.28,Active Accretion,1.0
21.8042510746,90.2178261178,Active Accretion,15.1,454.28,13.74,454.28,Active Accretion,1.0
21.8082886134,90.2170186083,Active Accretion,15.14,455.56,13.74,455.56,Active Accretion,1.0
21.8053946089,90.2175005829,Active Accretion,15.14,455.56,13.74,455.56,Active Accretion,1.0
21.8053072486,90.2175151316,Active Accretion,15.14,455.56,13.74,455.56,Active Accretion,1.0
21.8042258147,90.217695229,Active Accretion,15.14,455.56,13.74,455.56,Active Accretion,1.0
21.8083073118,90.2170732638,Active Accretion,15.18,456.51,13.74,456.51,Active Accretion,1.0
21.8053552659,90.217427518,Active Accretion,15.18,456.51,13.74,456.51,Active Accretion,1.0
21.8052948843,90.2174347638,Active Accretion,15.18,456.51,13.74,456.51,Active Accretion,1.0
21.8042127203,90.2175646209,Active Accretion,15.18,456.51,13.74,456.51,Active Accretion,1.0
21.8082742624,90.2169766598,Active Accretion,15.08,453.76,13.6,453.76,Active Accretion,1.0
21.8052781633,90.2172843288,Active Accretion,15.08,453.76,13.6,453.76,Active Accretion,1.0
